,comment,status
2440,Always great food at reasonable prices. Fast service. Great atmosphere.,1
2441,They somehow  forgot out orders. But made up for the mistake in so many ways. You can tell they want you to be happy to be there. Love this place.,1
2442,"Not so great hotdogs. The sausage it's just fatty, tha 'vegetables' look weird and not chopped properly",0
2443,"One of the best restaurants in Chicago! Every time I visit, I feel like my visit isn’t complete unless I visit Portillo’s at least ONCE. Their Chicago dogs are delicious, as well as the Italian beef sandwich. Their crinkly cut fries are super tasty, and the cake shake is to die for. Come try it!",1
2444,"Very upset. I am a local, i live just 3 blocks from this location and i frequent Portillos more than 2 a month. Needless to say i love it but the service lately has been absolutely horrendous . Normally i let things go and say ""its okay, they'll make up for it the next time i go"" well this hasn't been the case. I have now counted 4 orders in the row where my order has been wrong. Last night i ordered 2 chilli/cheese dogs and 2 L fries with cheese sauce and onion rings. Well we didn't get the cheese (but were charged for them) but received the onion rings but weren't charged for those. Quite frankly its lazy and embarrassing. Then when I went to go grab my food bags from the last window, i was given someone else's order.... like really!?",0
2445,They advertised char grilled hot dogs but if they were I couldn't tell. They were good tho and fun atmosphere!,1
2446,"Loved the hot dogs! And the ambiance feels very classic Chicago, definitely worth a stop here.",1
2447,Go for the Hot Dogs. Stay for the ambiance. We all agreed these were the best hot dogs we've ever eaten!,1
2448,Delicious hot dogs! Great family atmosphere. Good service.,1
2449,Amazing food and great atmosphere. One of Chicago's finest places to eat.,1
2450,"Great spot for good ol'American hot dogs, burgers, fries etc. I had the beef hot dog which was very flavorful which paired well with kringle cut fries which were excellent also.

This place has two levels for seating and a drive through.",1
2451,"This location had a system and if customers paid more attention, it would have worked flawlessly. That being said, the service was efficient and the food was tasty.",1
2452,"Fast service, good food... the cashier could be a bit more friendly, a smile doesn't cost a thing.",1
2453,Don't be deterred by the long line - it moves quick! I had the regular and large beef hotdog. I preferred the ratio of toppings to the regular size hot dog. It was heavenly!!! The Arnold palmer was so refreshing on the hot summer day!,1
2454,"Food was great, but the service was awful. The person at the counter was extremely rude and unwilling to answer any questions.",0
2455,"Great food had to try the cakeshake. It was good, just get ready for the sugar rush.",1
2456,"Good place with a fun environment, busy, but the service is fast. It's in a great location and pretty easy to get to in the city.",1
2457,The classic Chicago style hotdog at Portillo's is well worth it. Go try one and you'll see.,1
2458,Great food. Poor communication from the cook on how long it takes for something chargrilled when ordered,1
2459,"What a place!! Must try when in Chicago, food is delicious & got a try the frozen custard, Yummm.",1
2460,"last stop before heading home. interesting hot dog
considering I'm froom nyc. great Italian beef sandwich. must try if your in Chicago",1
2461,Good experience and vibe. Good honest food at reasonable prices.,1
2462,"Really great! Although, in my humble opinion, the shake (chocolate) wasn't anywhere near as good as Freddy's (not even in the same galaxy), the beef sandwich was awesome! The place has a GREAT atmosphere and very affordable. Really cool place. Q!",1
2463,"Good food and a Chicago icon. They can get quite busy though. Once you get your food, there's plenty of seating",1
2464,"When visiting Chicago, you definitely gotta try the Chicago dog at Portillo's! Watch out for those hot peppers. Italian beef combo is amazing too. Prices are reasonable and the food is great!",1
2465,"The food was great, but I wasn't super impressed by the service! However, the food was priced well and the atmosphere was great. I would go again for a fast food Chicago hot dog.",1
2466,Great place to experience one of the many versions of the Chicago Dog and the Italian Beef. Totally enjoyed our visit!,1
2467,Just make sure you not really hungry because it takes a long time to get your order,1
2468,"Classic Chicago Dogs, what could go wrong.  Charming setting and decor. Fast order taking.  Ample seating.  Friendly employees.  For the cost,  worth the visit,  even if it is touristy.",1
2469,"Quick and friendly service! Their Chicago style hotdog exceeded my expectations, and their dipped Italian beef was divine. Can't wait to have another meal here. Also, the interior reminded me of a highly themed Disney restaurant, really great atmosphere.",1
2470,"Tasty dogs at good price. I saw a staff wiping the tables. In some places where you take food from the counter, they never wipe the tables and it's obvious. It's gross and I never dine in. But it was not the case here.",1
2471,"As far as Portillo's goes, this spot is just okay. The food is generally what it's supposed to be, but the restaurant itself is almost always filthy. Maybe it's just me, but going into an establishment bathroom that isn't a full blown bar and the floors are sticky and there never seem to be toilet paper in the stalls seems like a red flag. Hopefully things turn around soon!",1
2472,Awesome hot dogs. Also got some chocolate cake and cheese fries. All bomb dot com.,1
2473,Had a blue glove in my Italian beef sandwich....not quite the experience I wanted,0
2474,"Ordered via uber eats while staying downtown. I havent had Portillo's in about 3years so I was really looking forward to it. However, I was pretty disappointed with the flavor. The beef wasnt very savory and tasted like old and plain roast beef from a bad deli. I thought it was just me but I talked to others about the experience and they mentioned that they dont recommend this Portillo's location. Hopefully they align their food standards with the other locations.",1
2475,Awesome! Came in a gentleman recommended a sandwich to my husband and he loved it! Came for a Chocolate cake shake and left with an awesome experience that we wont forget.,1
2476,"Great place, not expensive and really good food, if you are a meat lover, try the sandwich with Italian beef and sausage, just amazing!",1
2477,"Super tasty fast food joint, and very affordable for a big city. The inside vibe is cool, with local themed decor.",1
2478,This place is so good. The best ribs I've ever eaten.,1
2479,Great food. Very interesting place to eat. Something for everyone!,1
2480,"It was a good hot dog. Very interesting place-lots of memorabilia on the walls. Very busy, even though we went fairly early for lunch.",1
2481,"Good food and good atmosphere. I wanted something different so I tried the portobello mushroom burger. It definitely did not disappoint, it was super yummy and I am stuffed.",1
2482,Visited this location a few days ago while in Chicago. The food was very good and fresh. The service was fast even during a busy night. I wish they'd put the chili dog in a box instead of the paper wrapping so it's less messy but it was delicious. My husband also got the Italian beef sandwich and enjoyed it. The visual appeal of the restaurant was awesome. Full of Chicago history and just a fun place to visit - even during a pandemic. Keep up the great work Portillo's.,1
2483,"The food is very tasty yet the employees lack professionalism. The rude demeanor made it seem as if the individual's either doesn't enjoy their jobs or simply not trained in customer service. Although not a Chicago resident, I frequent the city often, yet don't forsee returning to this establishment.",0
2484,Awesome food and lovely place. Definitely will get obsessed!,1
2485,Great place to taste traditional Italian beef sandwich. The homemade sausage is awesome also. Service is fast but expect like to order it.,1
2486,OMG! What a find. Can't wait to come back to Chicago! Get thr Italian beef dipped. And the chocolate cake. Wow.,1
2487,"Yesterday I ordered on Grubhub as usual. If I could I would order directly.  The food I got
Yesterday was to worst I have ever gotten from Portillo’s.  4 items.  Reg beef sandwich-good as usual. Fries small-cold and soggy.  Cheese chardinair was not even delivered and chicken fingers-I guess okay but I’ll never order again. Didn’t like the breading.  I  saw there wasn’t even any cheese for the fries, one of my favorite items.  Probably will only order a sandwich again and nothing else.",0
2488,Bought a hot dog 🌭  & first bite was like a pop sound & it was just not good 🙊,0
2489,Always a staple when pulling up in Chicago. Never had a bad meal yet!,1
2490,"If the number and tone of the reviews don't tell the full story, their burgers, dogs, and fries will speak volumes.  Amazing!  If you have a healthy insulin response system, I suggest you try their chocolate cake shakes (but share it with at least one other person).",1
2491,Great food. A family favorite!,1
2492,The cheeseburger and onion rings 😍😍😍 were amazing   Last time I was on this restaurant 2015,1
2493,"Efficient drive through. Clean inside and you can see them make the food. Love the chili cheese dog, cheese fries, chocolate cake, and onion rings with a side of cheese! Seriously the chocolate cake is delicious, and the onion rings are crispy!",1
2494,Yum! This place was recommended to me by a friend at work. I'm glad I took their advice.,1
2495,"Portillo’s does it like no fast food restaurant does. It was 2 stories and menu was very fast. At the time of day we went, that place was bustling. It is a place you have to go if you ever visit Chicago.",1
2496,Loved the hotdogs. Was a little disappointed that it's pre-made. Makes the bread a tad bit soggy.,1
2497,"The food and service are always consistently excellent at all locations, and the River North location is no exception. This is my favorite restaurant for a true ""Chicago style"" dog!",1
2498,Good food + good prices + good service = great experience! My friends and I were only in Chicago for the weekend and we stopped at Portillo's twice!,1
2499,"I’m embarrassed to say how long it took for me to visit a Portillo’s after moving to Chicago, but after my first visit to get a true Chicago style hot dog, I’m never going back to life without them. I always thought hot dogs were kind of sad, boiled sticks of meat put into a sad soft bun. Not at Portillo’s! Their hot dogs have snap and pizzazz - in a poppy seed bun, topped with tomatoes, relish, mustard, onions, sport peppers and celery salt. Beyond the hot dogs, there are tons of other menu options, from sandwiches to sides and desserts, plus a full bar.",1
2500,"I never thought I'd ever rate Portillo's so low, but this one has easily the slowest drive through in existence (it's probably understaffed).  They then also forgot to give us our drinks and gave us 2 orders of fries instead of 3.  2 stars and not 1 star because the food is delicious.",0
2501,Delicious and easy. If you're ever in a bind - make a quick stop at portillos. Really can't go wrong with anything on the menu - but the maxwell street Polish is my go to.,1
2502,I had to drive from Wisconsin to buy my Wi-Fi portillo's beef sandwich oh I just got to have one I guess it was worth it I got lucky,1
2503,"One of the best Portillo's in Chicago if you ask me. Italian beef, sausage, Chicago hot dogs, Maxwell Street polish. All the good stuff. Oh and the he Chocolate cake shake. So good.",1
2504,Long wait...for an underwhelming hot dog. The bun was soggy and the condiments were just thrown in. It's definitely a tourist trap. But I guess I can say I've tried it.,1
2505,"Hot dog lived up to its billing.  Unfortunately the service was sub-par.  For what seemed to be a fully staffed establishment, the attitude of the employees could have been a tad more welcoming.  My daughter's Sierra Mist tasted like club soda, but rather than try to get it taken care of, we held off and just waited to get her a drink after we left (shared our beverage with her instead). We also had to try three different employees to get a cup of parmesan.  Glad to have tried this iconic place, but highly unlikely we'll be back.",0
2506,"Pretty good visit.  A bit of a wait for food but they were busy - so all good.  Had to try a Chcago dog and Italian beef sandwich.  We messed up ordering the dog but it was good.   Italian beef sandwich was REALLY good.   Wish we had more time, would have gone back again.",1
2507,So many native Chicago people told me this place was amazing sadly sadly I was very disappointed. The bread for the Italian style beef sandwich was extremely soggy. The meat was virtually flavorless. I was told the chocolate cake was to die for Again I was disappointed it tasted more like a Box cake mix with  store  brand frosting..,0
2508,Went in looking for a Chicago Hotdog and wasn't disappointed. Great flavor combo. Got cheesy fries on the side. What doesn't taste good dipped in meted cheese? Had a little bit of a wait to get in with the covid capacity restrictions but wasn't bad at all. Maybe 10 minutes. Great atmosphere. Overall delicious.,1
2509,"Quality was bad, we had to wait for over 45 minutes for 4 Hot Dogs. Unbelievable",0
2510,See the pic to the extra-big italian beef with polish sausage! I had it dipped and it was super delicious and super wet!,1
2511,"Don't be put off by the line here, it moves very fast.

YOU MUST try the Chilli dog. Best one I have ever had in my life.",1
2512,Delicious Chicago dog and beef and sausage sandwich. Cocktails and beer are an added plus. Ashley the bartender was very nice!,1
2513,Portillos is always a good go to for fast food!! I vowed not to go back after experiencing a cold fish sandwich on a previous visit but I gave them another chance and this time it was good!,1
2514,Busy place but well organized and friendly staff. Missing items were provided with no questions asked.,1
2515,"I was really looking forward to trying a Chicago style dog. But it was no where near worth the hype! I am gluten intolerant and asked if they would be able to do a lettuce wrap. They said yes! And it was quite clearly printed on the order receipt. Instead I received a hotdog wrapped in a wet piece of paper. There were no utensils offered anywhere!! If they had said ""no, we can't do a lettuce wrap"" Fine. If they had even given me a fork or spoon! Fine. Instead I had a sad pile of food that I had to try to scoop in my mouth while picking out wet paper wrap. Not worth the long wait time",0
2516,"Easy,fast,their drive thru was perfect I got what I wanted in record time",1
2517,"I was told that this was a must try experience in Chicago. Tried their Italian beef sandwich and it was a bit too dry but the onion rings were good.

Definitely try the cake shake though, literally have never had a cake blended into a milk shake before.",1
2518,I don't know about other visitors.But I didn't like it.Hot dog is also in Africa Hot dog.,1
2519,Great food. You must stop here to eat when you come to Chicago.,1
2520,Italian beef was overrated but the hotdog was primo,1
2521,Great food. Reasonable price,1
2522,"Always a great and quick treat you can count on. Never a bad bite and always the best service with a smile! Such a great place to bring the whole Family, a fun date or even a business break. Who ever you bring, they'll appreciate your great taste if food and fun. And always well worth the can't be beat prices. So come grab a hot delicious meal and a really cold drink.",1
2523,"The problem may be that there is soooo much hype to visit here, it's almost impossible to live up to it.  Don't get me wrong it's good and worth the visit, if not for any other reason than to tell people you went.  Hotdogs are solid, the dipped beef isn't my forte....soggy bread and all.",1
2524,"Fun spot I try to get to every time I’m here or in the suburbs. Go-to is the combo. Can’t miss; meat and meat!!
Coulda used a plate though.",1
2525,Original and simply one of the best,1
2526,You must go to this place while in Chicago! The location has a great vibe and is pretty unique. The food is great and very reasonably priced.,1
2527,Absolutely amazing! Get the Italian beef sandwich with mozzarella and sweet peppers!,1
2528,Excellent tamale I drive from Michigan . Cake shake too die for  good food great service chicago staple definitely . Michigan getting one soon can't wait,1
2529,Absolutely the best hot dog i have ever had.  A little chaotic at this location but worth every second of your time.,1
2530,"I have been to this location plenty of times, but recently had an issue where the cashier did not hand us our receipt with order number, I believe they threw it in the trash. It was just strange because they had to get another worker to come and reprint the order number. The workers seemed very overworked which I think is the cause of these confusions.",1
2531,"Delicious Chicago Style Hot Dog.
Staff was (un)-friendyl. But doesn't matter. Food was excellent.",1
2532,First time trying a Chicago-style hotdog. This place didn't let me down. It was delicious!,1
2533,"When in Chicago , eat Chicago. Some basic hot dogs.",1
2534,"One of my favorite spots when I visit Chicago. I love the Italian Beef with jalapenos, extra gravy, and a side of cheese fries.",1
2535,"Super busy, decent food, good place for Chicago dogs. They missed part of our order so that was frustrating, and it took a long time to correct. Not great beer selection, the slushy drinks are very sweet. All around I like it and will probably go back if I'm in the area, but not the best.",1
2536,Hot dogs and spaghetti were good. Some servers were rude and pick up was a bit weird,1
2537,"It's the best hotdog in Chicago. If you are on the fence about going, don't be! Imagine a perfectly steamed poppyseed bun with the perfect dog nestled between, lovingly. Atop of that, Chicago chaos with chopped onion, relish, fresh tomato, celery salt, an amazing crunchy pickle and some pickled peppers for that kick. I think some mustard too? A lot of great stuff going on. Draft beer was awesome too and served in a massive frosted goblet. Don't skip!",1
2538,I had the Chicago dog. I wasn't impressed. I have had better outside of Chicago. The place was busy so it seems like the locals enjoy it. If I'm in town I will try something else to see if it was just the hotdog I didn't like or the menu entirely.,1
2539,Really neat atmosphere. Food was great and the prices were reasonable!,1
2540,I left my backpack there and they were able to find it love those guys,1
2541,"I don’t understand the hype. Nothing about my experience here was great.

My hot dog was cold and not great. The setup of the restaurant itself is pretty chaotic too.",0
2542,Not good. I was so sad. Visiting from out of state wanting a good Chicago dog and it was so soggy and the inerds of the hot dog was falling out of the dog! 😥,0
2543,"Place was busy but food came out quick. Delicious hotdogs, make sure you get everything on it.",1
2544,"Definitely a ""to each his own"" experience.

I did not like the classic hotdog at all and my ""black and white"" milkshake was not good.  They do B&W with chocolate syrup.  Gross.

My family generally liked what they got.  This is NOT the east coast.  So don't expect the food to be what you think it is.  Good enough, if noisy, atmosphere.

They have a nice picture of pre-Trump Tower Chicago upstairs...",1
2545,Recommended by locals.  Not disappointed.  Great Chicago dog and Italian Steak sub.,1
2546,"Probably the worst customer service experience I've had. I've visited this location many times throughout the years and it has most certainly gone downhill. I love Portillos and this particular location is iconic tourist destination. Very embarrassed of this location.

Cashier behind the cash register waved me down after chatting with coworkers for 8 minutes and said ""come on"". She stared at me in complete silence until I asked her if she was ready. I gave her my order and she kept replying ""that's it?"". Btw I ordered Penne Diavolo with chicken with a lemonade. I waited at the counter for number to be called for over 15min. Guy finally saw me waiting and asked what was my order. I received my order with no chicken and was told to go to other end to receive lemonade if I wanted ice.... I also noticed 3 Uber eats drivers waited for their deliveries and completely ignored. They were finally assisted and food was just sitting there behind counter their entire wait.

Skip this Portillos at all cost. Food is great, staff is the issue here.",0
2547,"Crowded but delicious! They are packed for a reason, food does not disappoint. They could do more in organizing order pickup, 3 places to order and one place to pickup is calling for chaos. Would recommend the Chicago Dog if new to the city.",1
2548,"The food was on point as expected, they also had some keto friendly options surprisingly.",1
2549,"A place of Childhood memories. I live in Texas now n anytime I return to the wind of cities I make sure i drift towards this place. It's glorifies bar food or if u can recall the first restaurant u thought was amazing n then u grew up n found this. This is that , however it's just that. Trust me they incorporate all of Chicago's culinary staples...GO!!",1
2550,This is a classic Chicago joint but at the same time it’s aggressively average. If you like hot dogs it’s worth a visit but otherwise there are plenty of better places to visit in the city.,1
2551,Went here on the recommendation of colleague's while visiting Chicago.  It was every bit as good as advertised.  I'd hop on a flight from Dallas just to have some more for the weekend.,1
2552,"Love the hot dogs here. However, I will probably go to a different location next time I'm in Chicago.  This location is extremely busy and the dining room can get crowded. The staff is friendly and efficient, but it's just too crowded for my taste.",1
2553,I love Portillo's hot dogs.,1
2554,I love Portillos.  It is a must for a meal when I'm in Chicago.  The Italian beef sandwich with hot peppers and melted cheese is delicious.  Can be slow at times.,1
2555,Nice place to try a local favorite - Chicago dog was actually good. Love the crinkly fries and the onion rings were okay too. My sister loved that she could get an IPA beer 🍺,1
2556,"On my first visit to Chicago everyone said eat at Portillo’s. I pace my order at 6:15. It is now 8:26 and I still have not received my food!!! We have tried to call the restaurant and the driver and no one will answer the phone.  NEVER AGAIN WORST CUSTOMER
SERVICE AND SERVICE PERIOD!!!",0
2557,"I visited Chicago for a few days and one of my native friends recommended I try it before going.
I fell in love within the first bite, I got a Italian beef sandwich with fries and a tamale. Next time I visit definitely will be visiting again to try something new!",1
2558,"They have Chicago style hotdogs, Italian beef sandwiches, pasta & the best chocolate cake.",1
2559,Got the signature dog and it was full of flavor! Definitely understand why the locals love this place!,1
2560,"A Chicago favorite. The Polish dog is our favorite, but they have just about everything fast food. I plan to try the spicy chicken sandwich next. It can be a long wait because of the huge crowd.",1
2561,A must stop when visiting Chicago. Quick service. Yummy food.,1
2562,"The host was amazing!!! He made sure we knew how everything worked and the dogs were delicious. I don't really like hot dogs but, they were yummy! Definitely a place to grab a great dog while in the windy city.",1
2563,I ordered a cheeseburger and I'm not sure what in Gods name this is! I am pregnant and would like to speak to someone immediately about this issue!,0
2564,I got the chili cheese hotdog and it was good. My son got a cheeseburger and he said it was the best he ever had. The place was incredibly packed so I ordered my food online. Service was almost nonexistent so I had to wait forever just to get help and they messed up my order so I had to wait to inform them and then even longer to get it fixed.,1
2565,"It was nearly ten years before I finally gave this place a try. Now I'm addicted!! I've learned that every restaurant with long looonng lines, is worth the wait. I get the fish sandwich and cheese fries. The chocolate cake is delicious too. It all tastes perfect. I totally understand why people love love love the American tradition of burger and fries.",1
2566,"I walked up 3 blocks from the escape room with my 73 year old mom. We placed our order and sat down to wait.. our food came quickly but one of the sandwiches was wrong. I went back to the front counter as I approached a older manager walked up and asked was I ok after explaining what happened he simply said  "" no problem let me fix that"" he personally made my sandwich and gave it to me. I was shocked at how he handled me. I felt like it was important to make me leave as a satisfied customer... great job!!!",1
2567,"A fun place with hearty food, and good portions. The layout, is unique with several counters serving different types of food. Seating is on the main floor, a second level, and multiple adjoining rooms.",1
2568,"Quick service, tasty hot dogs, cool Chicago memorabilia. Exactly what you look for in a place like this. Also, had a great adult beverage selection.",1
2569,"A Chicago classic. Good hot dogs, shakes, crispy fries, and the good cheese.

There may be places that do any single of their offerings better, but Portillo’s has a consistent quality, a big menu, and fun atmosphere.

My wife and I ended up coming back twice in one weekend because we had such a good experience.

Now that they expanded into Minnesota, our children love Portillo’s, too.",1
2570,"Not gonna lie, I was super hype for the chocolate cake shake and I was really disappointed. It really tasted like a regular chocolate shake. I had a much better milkshake from a little vegan place later that day. HOWEVER, the inside of the restaurant is super cool and worth the visit just to see the atmosphere.",1
2571,"It took 20 minutes to get 2 soft drinks and cake. While the cake was super yummy they didn't have to cook it, it's there in the fridge, so I don't understand why it took so long to get drinks and a piece of cake. Other people in group had full meals that also took 25-30 minutes to get, there food was good but the fries were under salted and a little cold. It also seemed like they were half filled. The sandwiches, beef and cheddar croissants, were the best part of the meal. As someone who grew up with Portillos, moved away and came back, I'm actually pretty disappointed with it overall. It's not what it used to be but it's enough to get it once and reminisce. I wouldn't come back to this location but I'd try another location and see if it's better or not. If this is what it's like everywhere, I just won't come back to Portillos anymore. I still think you should try it once because it's so much apart of the Chicago experience, but as far as an every week or even once a month thing, not anymore.",1
2572,"Had the char broil chicken sandwich. It'll be such an understatement if I try to explain how bland the sandwich was if you've never tried it yourself. The cake shake was the main reason I wanted to try them out and even that was OVERLY sugary and wasn't blended enough. If you'd like to wait fot 40 minutes as I did for a chicken sandwich and a shake, this place is for you.",0
2573,"Nice ambience, good drinks as always in Hard Rock, very helpful staff.
Definitely would go back.",1
2574,Fun atmosphere for families. Food was yummy and we left full!,1
2575,If you take the classic hot-dog is good but the chili one is bland,1
2576,"Came here twice so we could try out more of the menu since there are so many options. My suggestion: Chicago hot dogs, fries (hot and crispy), and strangely enough the chicken tenders. The chicken tenders were randomly so juicy and crispy!

We also tried the Italian beef sandwich, sausage sandwich, onion rings, and chocolate cake milkshake. These felt average to me personally but overall, Portillos is great for tourists looking for a good, cheap meal!",1
2577,Great chicago dogs and beef sandwiches.  A little slow on the order fulfillment,1
2578,"On 7-16-2021, I ordered online at 7pm. I was informed after paying for my order it would be ready at 7:30pm. I walked over to retrieve my order. It had to be prepared. I did not know it was prepared AFTER I arrived. Misinformation. I waited OVER 30 minutes to get my order.
When our name was called, the order was wrong!!! I asked for hot peppers on my beef, got sweet peppers, I'm allergic. No hamburger, no fries; was given my bag twice BY STAFF without the full order. The fries we were given were horrible. They appeared in our bag like the fries you cook when you're at the bottom of the frozen bag.

I was in the store the day before and ordered at the counter. This encounter WAS WONDERFUL. I will NEVER order online again and I'm thoroughly frustrated with this store and this experience. Please improve your online process. We were not the only people who experiences inadequate service.",0
2579,The cake shake here is one of the best milkshakes you’ll have. They blend a slice of chocolate cake into your chocolate shake so when you suck through the straw you get small pieces of cake too. This might not sound nice but it is actually class. The texture and burst of sweetness of these cake pieces adds to the milkshake and when you get to the end you can scoop the remainder of the cake from the bottom of the cup,1
2580,"Hot-dog purists might bemoan the lack of true Chicago wieners available in the downtown area, but this outpost of the local Portillo's chain - gussied up with a nearly corny 1930s gangster theme - is the place to get one. Try one of its famous dogs and a slice of the heavenly chocolate cake.",1
2581,"Portillo's is fantastic. There's nowhere better to get a taste of the Chicago classics. The hot dogs and the beef might not be the absolute best in the city, but they're very consistent and they're consistently good. Anytime we have visitors from out of town, Portillo's is one of our first stops.",1
2582,"Waited over 20 minutes for a small chocolate cake shake. They served dozens of food orders before us while we just stood there like chums with no idea how much longer we’d have to wait. Good night be good, but don’t go for a shake unless you have the afternoon off!",0
2583,A must try location of Portillo's if in Chicago. The chocolate cake milkshake is worth the hype.,1
2584,When you go to Chicago this is a must. The food is not only good but the environment is one of a kind. Every time I have been it's a treat.,1
2585,Waited 30 minutes for a hot dog and a side while others waited for 10 minutes max,0
2586,Very slow service but the food so good it doesn't matter. Had a Chicago style char dog ..yummy,1
2587,"Great place,  the staff were polite and even checked up on us to see if we needed anything else while we were at table eating .",1
2588,They move fast so don't be timid of the long lines. Food always hot.,1
2589,Cheap Chicago hotdog. Restaurant has lots of space and seats.,1
2590,Every time I’m in Chicago I have to stop here and get a authentic Chicago style hot dog. It just tastes better in the actual city. Great service and great food!,1
2591,Must eat when visiting Chicago! Try the hotdog and a beef sandwich,1
2592,Best hotdogs ever!! Order the Polish dog!!! Beef sandwich is good too! Love love love and so cheap!!,1
2593,I aked for no mayo on my sandwich and order was fixed with no question by manager. I waited literly 15min for the rest of my order.,1
2594,"Staff is friendly, and entertaining. Ordered a Chicago style dog, and was not overwhelmed, or underwhelmed, I was just whelmed. Like every Chicago style dog I've had. The fries were perfect, though, and so was the wonderful woman who greeted us at the door. I'd go back for those two, alone",1
2595,"Had my first ever Chicago style dog here. I enjoyed it! I wish the hot dog was grilled as that's my preference but there is so much toppings it mask the boiled dog taste.

Also go the cake shake which was delicious but poorly blended. Most of the cake was on the bottom of the cup. Shake itself was also too thick for my preference.",1
2596,"Best portillos in the area in terms of food and quality
Worst portillos in the area in terms of speed/service, no one will man the registers here for 5-10 minutes at a time",0
2597,DELICIOUS!! A must try if you're in Chicago!,1
2598,Long lines yet I didn’t have to wait long to order or get my food. There weren’t much tables available on the floor level and they had the second floor closed off. Not sure why they would do this during lunchtime. Luckily the food was good enough to give you 5 stars.,1
2599,Chicago dog - a must try when visiting. Locals love it here,1
2600,Great price. Juicy hot dogs!,1
2601,Chili Cheese Dog MmmmMmmmm😋,1
2602,"Braved the Chicago child for this one.  All I can say is that it was well worth it. Inside,  you get the vibe that you were thrown back into the 70s. Staff seem robotic but it is probably because they always have a rush of people so it takes away from the friendliness",1
2603,"Great place, great food!  Sons favorite is the chocolate cake!  We always bring our out of town guests before they leave Chicago! Our favorites are the jumbo hotdog, chili cheese dog, maxwell, fries, and the fish sandwich!  Oh and a must is the chocolate malt with extra malt, yummy.",1
2604,"Had a terrible experience here. Ordered food and after about 5 minutes saw it sitting behind the counter. 15 more minutes passed and it just sat there. I inquired about it and the attendant  said “we’re waiting on your diet coke” then continued on with other orders. After 5 more minutes of my food sitting there, I asked again if I could just have my food. Low and behold my drinks had also been sitting on the counter ready to go. She didn’t apologize for the delay. The 20 plus people behind me on line has already received there food at this point. As expected our food was cold. It was not a pleasant experience at all",0
2605,The beef sandwich and the Chicago dog were as good as advertised.,1
2606,Had the Italian beef with cheese sauce and it was delicious. Will definitely be back.,1
2607,Garden dog run to get it. My meat eater friends love it,1
2608,"If you only order a hot dog, the staff will be on their game. Ask for the over-hyped chicken sandwich and watch the kitchen staff unravel. With no large crowd at 9:30 pm on 6/7, our order of three hot dogs and two chicken sandwiches took 30 minutes to fill. Even though the chicken was late, at least our hot dogs had a chance to get cold and soggy before they were eaten. If you are up for a quality Chicago dog with punctual service, the Costco on S Ashland Avenue won’t disappoint.",0
2609,"Always good, fresh and quick. Love this place!",1
2610,"The food is good and affordably priced, not to mention a local Chicago icon! Its popularity comes with the cost of long lines so we had to wait a long time for our orders, but overall I was very happy with my Jumbo Dog and Chocolate Cake Shake",1
2611,That Italian Beef with the hot peppers and extra gravy will haunt my dreams until next time.,1
2612,One of the most iconic restaurants that is a must to visit offering the Chicago signature Italian beef and hot dogs. Although the menu options are vast you can't miss this opportunity to try out such delicious food,1
2613,"This was always my Dad's favorite.
Great sausages and Italian Beef.",1
2614,"Hot dog was just OK. My friend got the chicken sandwich and fries and it took 35 minutes to get it. I feel awful for the employees because they’re doing the best they can but waiting over an half hour for food to go is overkill. They could offer something like a drink or snack for free if they’re going to make us stand around for food.

Also it ended up being a terrible sandwich and “just ok” fries.",0
2615,"Omg. Run to this place. Had the combo ( beef and sausage) and also a chicago dog because, we were on Chicago. My kids loved the French fries as they were so crispy salty and soft inside .",1
2616,A Classic to do .!!,1
2617,"Overrated, dont belive the hype. Would have been 1 star but the chicago dog was alright. The Italian beef was disgusting, overcooked beef with zero flavor. My order was cold and was missing an item. Been trying to reach them over the phone to at least get my money back for the missing item but they don't answer. Don't waste your time or money here.",0
2618,"When I went to pick up my order that I had put 20 minutes before, they had me waiting for 10 minutes while workers were looking at me and not saying anything. By the time they came and talked to me, they clicked something on the computer and walked away. When they had my foot ready, they threw it on the desk and walked away. There were two other people having the same issue and one of them decided to cancel their order.  First time in Chicago and I'm not sure I would recommend this place.",0
2619,Amazing hot dogs! Beautiful and clean place. Must try!,1
2620,Fancy place to have hotdogs. Don't miss going to this place when visiting Chicago.,1
2621,Italian beef is ridiculously good. Get the hot peppers,1
2622,"Loved the ambience, it is crowded all the time but you get seats easily. Their hot dogs are Italian sandwich was the best. If you are not a health freak you need to try the chocolate cake milk shake. Overall we had a memorable food during our visit in Chicago. After visiting many restaurants during the restaurant week, this places price was a bummer loved it",1
2623,"Great traditional Chicago hot dogs
Good and interesting beers.
Continual very loud announcements of when orders being ready were a nuisance. Maybe replace this with a visual silent display.",1
2624,One of the best hot dogs in Chicago...bit be patient...the lines are long.,1
2625,Didn't expect what I saw/experience.  The cafeteria style with the disorganization of ordering and picking up your food threw me off. But........the food was worth it all.,1
2626,"Ordered it online. The delivery was super late as it seems the restaurant is very busy. But it was worth the wait.

Great Hotdogs and Sandwiches. Their signature dish is their Chocolate Cake or the Chocolate Cake Shake which many people don’t know about. Do their their shake. You can also get a beer, appetizers and a lots of sandwich options to choose from.",1
